% Model:              normal_decel_full_geometry.mph
% Version:            COMSOL 5.2.1.262
% Date:               Jun 25 2017, 15:20
% Dimension:          3
% Nodes:              2541
% Expressions:        3
% Description:        Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        mm
% x                       y                        z                        es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
0.1                       0.9000000000000001       -5.187950000000001       57715.946194181684       -305715.11291624507      -174034.69060396263
0.2                       0.9000000000000001       -5.187950000000001       113191.26447854313       -297531.72431880195      -174393.51337898656
0.30000000000000004       0.9000000000000001       -5.187950000000001       172048.84406948742       -282946.3908730716       -173661.74730892098
0.4                       0.9000000000000001       -5.187950000000001       230193.8401057272        -263667.9367197817       -172245.63100906042
0.5                       0.9000000000000001       -5.187950000000001       285953.2625621115        -234478.9544460927       -169837.98363256064
0.6000000000000001        0.9000000000000001       -5.187950000000001       344228.4356765739        -202203.73806232674      -164473.6915058617
0.7000000000000001        0.9000000000000001       -5.187950000000001       401422.51952156157       -163850.88770824508      -157061.1179115962
0.8                       0.9000000000000001       -5.187950000000001       459347.3660518612        -119774.31896848301      -147691.2975688323
0.9000000000000001        0.9000000000000001       -5.187950000000001       514968.7540694895        -70118.42622663948       -132346.96296323242
1                         0.9000000000000001       -5.187950000000001       569598.5074767089        -13009.813864585969      -107800.64340720518
0                         1                        -5.187950000000001       114.14470679219812       -300284.4951017827       -193950.02181508683
0.1                       1                        -5.187950000000001       63319.8494487626         -297841.6462978001       -193031.15635136387
0.2                       1                        -5.187950000000001       126177.84946085513       -287980.4268299459       -191920.8217814645
0.30000000000000004       1                        -5.187950000000001       191037.02991870686       -272374.56150082336      -191405.86731456095
0.4                       1                        -5.187950000000001       251079.29981507617       -252549.71312239126      -189103.32679059193
0.5                       1                        -5.187950000000001       317919.7465147255        -225865.48246971262      -186472.03092214232
0.6000000000000001        1                        -5.187950000000001       380455.7882753515        -197161.30745309207      -181174.28024456245
0.7000000000000001        1                        -5.187950000000001       441932.1330786583        -159680.30286239384      -174357.69982076064
0.8                       1                        -5.187950000000001       505868.9563871088        -116633.6900280175       -163106.30917968514
0.9000000000000001        1                        -5.187950000000001       564912.0652984811        -67531.0559122752        -145293.8075796723
1                         1                        -5.187950000000001       626096.994408773         -13611.679195863448      -118705.5949388214
0                         0                        -4.9149                  1713.881801437965        -430012.1981857892       253.13918709551217
0.1                       0                        -4.9149                  973.8885818694253        -425972.0680278998       -681.9919130171475
0.2                       0                        -4.9149                  68.01113234443619        -416982.3960621643       559.9528223642665
0.30000000000000004       0                        -4.9149                  927.7113038245298        -400523.0631363085       775.9629974736745
0.4                       0                        -4.9149                  1770.0027773392212       -377068.2433864478       1094.0640635975833
0.5                       0                        -4.9149                  -2690.534041914885       -345927.43161927623      461.3013078602744
0.6000000000000001        0                        -4.9149                  308.22151701803887       -307746.12306053954      1063.7870021114531
0.7000000000000001        0                        -4.9149                  -459.75138774878724      -262776.61063291226      768.5633590764992
0.8                       0                        -4.9149                  1896.2372171030656       -209363.88255617744      2799.0399456819305
0.9000000000000001        0                        -4.9149                  -1192.4893533241557      -148015.81394550807      331.5040125782689
1                         0                        -4.9149                  1038.1267658632241       -78640.63663472027       975.013024027041
0                         0.1                      -4.9149                  727.6147308126492        -428802.76134086435      -41301.50146004135
0.1                       0.1                      -4.9149                  6247.495993465679        -426179.29997164826      -41312.397134213315
0.2                       0.1                      -4.9149                  13170.283575188987       -417255.02012911363      -41457.642723507146
0.30000000000000004       0.1                      -4.9149                  20804.797300051083       -398866.6369027822       -40929.96831824583
0.4                       0.1                      -4.9149                  27825.616353199526       -375780.0286447698       -40200.67707982724
0.5                       0.1                      -4.9149                  34593.4123278719         -345523.315519083        -39849.6996973076
0.6000000000000001        0.1                      -4.9149                  40094.86870695242        -308069.72002036584      -40443.88915277562
0.7000000000000001        0.1                      -4.9149                  48149.35616177201        -261752.2037330194       -38623.171704042994
0.8                       0.1                      -4.9149                  59085.703365330075       -209422.90588859824      -37838.140072588765
0.9000000000000001        0.1                      -4.9149                  64386.60186167422        -147394.2318359849       -35840.219218318816
1                         0.1                      -4.9149                  74000.43756493053        -77761.23042992667       -34823.461537271534
0                         0.2                      -4.9149                  1161.111892213812        -429314.78546078026      -84277.26001863042
0.1                       0.2                      -4.9149                  12826.015517143056       -423493.4500897092       -84039.64513635758
0.2                       0.2                      -4.9149                  27253.804620525683       -411768.27401190234      -80638.50340982882
0.30000000000000004       0.2                      -4.9149                  42125.7366333988         -396419.07663753536      -82788.85599392495
0.4                       0.2                      -4.9149                  54508.39506953421        -373139.9272944577       -81414.84528711691
0.5                       0.2                      -4.9149                  68972.91647327662        -343469.2282683939       -81497.6946504571
0.6000000000000001        0.2                      -4.9149                  82053.1873605508         -306130.56191787525      -80240.31326763902
0.7000000000000001        0.2                      -4.9149                  98684.84150325233        -261287.5246908922       -78927.7596328215
0.8                       0.2                      -4.9149                  113959.98184237652       -208158.50780869817      -77555.14266856707
0.9000000000000001        0.2                      -4.9149                  130072.12582880931       -146744.87975819665      -73346.18364729
1                         0.2                      -4.9149                  152019.46860831478       -77606.33110401072       -68121.13385197581
0                         0.30000000000000004      -4.9149                  1118.7141447954527       -423239.1323546863       -122712.52024814204
0.1                       0.30000000000000004      -4.9149                  22381.138170768274       -420916.5851793707       -122190.12040153123
0.2                       0.30000000000000004      -4.9149                  40722.790520633105       -411241.6313646904       -123014.78220896656
0.30000000000000004       0.30000000000000004      -4.9149                  59457.35391076072        -394750.1456966414       -122651.09001305886
0.4                       0.30000000000000004      -4.9149                  81858.10283784657        -371698.4001587905       -122888.36985108501
0.5                       0.30000000000000004      -4.9149                  102139.74675397306       -340727.10406035045      -121550.34441409972
0.6000000000000001        0.30000000000000004      -4.9149                  123507.44297772637       -304105.4973092979       -120483.40545897659
0.7000000000000001        0.30000000000000004      -4.9149                  146986.53926287178       -259088.84758852923      -119045.71512803462
0.8                       0.30000000000000004      -4.9149                  169931.66292730748       -207029.73876250448      -114332.99149271319
0.9000000000000001        0.30000000000000004      -4.9149                  195137.16969126597       -147985.40587207564      -109868.72122806316
